labels	kor_sentence
positive	윤덕진 ▲광주전남지원장 조 철 ▲대전충남지원장 김명철 ▲인천지원장 박형준 ▲경남지원장 박중수... 이승우 ▲자본시장특별사법경찰 실장 권영발 ▲회계관리국장 김철호 ▲금융민원총괄국장 서정보 ▲분쟁조정2국장... 
positive	윤덕진 △광주전남지원장 조철 △대전충남지원장 김명철 △인천지원장 박형준 △경남지원장 박중수... 이승우 △자본시장특별사법경찰 실장 권영발 △회계관리국장 김철호 △금융민원총괄국장 서정보 △분쟁조정2국장... 
positive	윤덕진 ▲광주전남지원장 조 철 ▲대전충남지원장 김명철 ▲인천지원장 박형준 ▲경남지원장 박중수... 이승우 ▲자본시장특별사법경찰 실장 권영발 ▲회계관리국장 김철호 ▲금융민원총괄국장 서정보 ▲분쟁조정2국장... 
positive	윤덕진 /現분쟁조정3국장 ▲광주전남지원장 조 철 /現금융투자검사국장 ▲대전충남지원장 김명철... 이승우 ▲자본시장특별사법경찰 실장 권영발 ▲회계관리국장 김철호 ▲금융민원총괄국장 서정보 ▲분쟁조정2국장... 
neutral	"센터를 분양받은 사람들은 업체 측 사기 분양으로 정작 입주조차 못 하게 됐다며 사법당국에 고발하고 민사 소송을 진행 중이며 전남경찰청은 현재 수사에 들어간 상태다. T건설 관계자는 &quot;관련법에 화장실, 바닥난방... "
negative	윤덕진 ▲광주전남지원장 조 철 ▲대전충남지원장 김명철 ▲인천지원장 박형준 ▲경남지원장 박중수... 이승우 ▲자본시장특별사법경찰 실장 권영발 ▲회계관리국장 김철호 ▲금융민원총괄국장 서정보 ▲분쟁조정2국장... 
positive	윤덕진 ▲광주전남지원장 조철 ▲대전충남지원장 김명철 ▲인천지원장 박형준 ▲경남지원장 박중수... 이승우 ▲자본시장특별사법경찰 실장 권영발 ▲회계관리국장 김철호 ▲금융민원총괄국장 서정보 ▲분쟁조정2국장... 
positive	김영규 전남 여수시의회 의장이 지난 13일 여수시에 &quot;각종 소송 대응과 공모사업 유치에 총력을 다해 줄 것... 또한 국립해양수산박물관·청년문화센터·국립경찰병원 분원 건립 등 공모사업 유치 실패에 대해 &quot;시민들에게... 
positive	"?전남 무안경찰서 박삼현 서장은 지난 13일 운남남부신협, 무안새마을금고에 방문해 보이스피싱 피해 예방에 기여한 직원 2명에게 감사장을 수여했다. 14일 무안경찰서에 따르면 운남남부신협 직원 A씨는 피해자가... "
positive	어젯밤(13일) 11시 50분쯤 전남 여수시 신월동 한 장애인 체험홈 아파트에서 방충망을 고치던 50대 중증 시각장애인이 추락했다. A씨는 곧바로 병원으로 옮겨졌지만 결국 숨졌다. 경찰은 CCTV와 체험홈 동거인의 진술... 
positive	경찰과 소방당국은 화물트럭이 눈길에 미끄러져 사고가 난 것으로 보고 원인을 조사하고 있다. 눈이 쌓인... 강한 바람과 높은 파도로 인해 여객선이 다니는 전남 지역 모든 항로(53항로 86척)도 통제됐다. 한파 속... 
positive	"또, 이처럼 중대범죄를 저지른 &apos;질본&apos;과 환경부 등을 이미 두 차례나 고발했지만 경찰수사가... 광주·전남 시민행동, 국민연대, 국민주권개헌행동, 글로벌 에코넷, 기독교개혁연대, 기독교대한감리회 개혁연대, 대한... "
positive	이 뿐 아니라 지난해 &apos;LG의인상&apos;을 수상하며 받은 상금 2000만원을 한국백혈병소아암협회 광주전남지회와 소아·혈액암으로 어려움을 겪고 있는 해양경찰 직원 가족에게 전액 기부했다. 권재준 경위는 &quot;기부가 일회성으로... 
positive	= 김영규 전남 여수시의회 의장이 지난 13일 여수시에 &quot;각종 소송 대응과 공모사업 유치에 총력을 다해 줄... 또한 국립해양수산박물관·청년문화센터·국립경찰병원 분원 건립 등 공모사업 유치 실패에 대해... 
positive	"주철현 국회의원(국회 농해수위, 전남 여수시갑)? ?사진=주철현 의원실 제공 ?주철현 국회의원(국회... 해수부와 해경에 대한 국감에서는, 해수부 서해공무원 월북사건에 대한 해양경찰청의 근거 없는 수사 결과 뒤집기의... "
positive	14일 전남 완도경찰서에 따르면 전날 오후 12시쯤 완도군 한 주택 앞 마당에서 64세 남성 A씨가 본인 소유 SUV(스포츠유틸리티차량)에 깔렸다. 이 사고로 크게 다친 A씨는 급히 병원으로 옮겨졌으나 결국 숨졌다. 당시... 
positive	14일 오전 4시 40분께 전남 여수시 한 아파트 11층에서 시각장애인 A(58)씨가 추락해 숨졌다. A씨는 지난 5월... 여수시와 경찰은 A씨가 난간에서 방충망 수리 중 발을 헛디딘 것으로 보고 정확한 사인을 조사하고 있다.
positive	14일 전남 완도경찰서에 따르면 전날 오후 12시 23분쯤 완도군 한 주택 앞 마당에서 A(64)씨가 본인 소유 SUV차량에 깔렸다. 이 사고로 크게 다친 A씨는 급히 병원으로 옮겨졌으나 숨졌다. 사고 당시 A씨는 정차한 뒤... 
positive	자치경찰 정책포럼(대회의실) ▲ 김영록 전남지사 10:30 수도권 대규모 투자유치 설명회(서울롯데호텔) ▲ 이철우 경북지사 11:00 신한울원전 1호기 준공 기념행사(신한울 제1발전소) ▲ 박완수 경남지사 10:30... 
positive	"위원회는 협약기관 및 전남경찰청, 사회복지공동모금회 등 유관기관과 논의해 효과적인 사회적 약자 지원시책을 마련할 계획이다. 조만형 전남도자치경찰위원장은 “도민의 안전한 삶을 위해 다양한 분야의 기관과... "
positive	14일 전남 완도경찰서에 따르면 전날 오후 12시 23분께 완도군 한 주택 앞 마당에서 A(64)씨가 본인 소유 SUV차량에 깔렸다. 이 사고로 크게 다친 A씨는 급히 병원으로 옮겨졌으나 숨졌다. 사고 당시 A씨는 정차한 뒤 적재... 
positive	"위원회는 협약기관 및 전남경찰청, 사회복지공동모금회 등 유관기관과 논의해 효과적인 사회적 약자 지원시책을 마련할 계획이다. 조만형... "
positive	미정) ▲김영록 전남지사 - 수도권 대규모 투자유치 설명회(10:30 서울롯데호텔) ▲김진태 강원도지사... 자치경찰 정책포럼(14:00 대회의실) ▲박형준 부산시장 - 제1회 해상스마트시티 조성 포럼(08:00롯데호텔)... 
neutral	행정안전부의 경찰국 신설에 반대하며 총경 회의를 주도한 류삼영 총경이 정직 3개월의 중징계를 받았다. 류... 전남일보도 &quot;5·18 왜곡 인사가 진실·화해 위원장이라니&quot;라는 사설에서 같은 주장을 폈다. 그러면서 &quot;우리는... 
negative	"전남권과 경상 서부 내륙은 오후까지, 충청권 내륙과 전북권 내륙은 밤까지 눈이 내리겠다.... 발견돼 경찰이 경위를 파악 중이다. 13일 경찰에 따르면 전날 오후 11시 40분께 서울 마포구의 한 숙박업소에서... "
positive	전남 완도군장애인복지관의 사무국장 신규 채용을 놓고 내부 직원들이 사의를 밝히는 등 집단 반발하고... 운영비를 지원받고 있다. 지난 2018년에는 횡령과 회계비리 의혹에 대한 내부 고발로 경찰 수사를 받았다.
positive	자치경찰 정책포럼(대회의실) ▲ 김영록 전남지사 10:30 수도권 대규모 투자유치 설명회(서울롯데호텔) ▲ 이철우 경북지사 11:00 신한울원전 1호기 준공 기념행사(신한울 제1발전소) ▲ 박완수 경남지사 10:30... 
positive	쉼터는 입소 청소년에게서 학대 정황이 발견되면 즉시 경찰 또는 아동보호전문기관에 신고하도록 돼 있다.... 추주희 전남대학교 인문학연구원 HK연구교수는 “모든 청소년 문제는 가족과의 강한 연결에서 발생하는 제약... 
positive	조만형 전남자치경찰위원장은 “자치경찰제 성공을 위해서는 주민 참여가 필수적이다”며 “마을공동체를 통해 지역 치안서비스 만족도가 획기적으로 개선되도록 주민과 고민하고 이를 지원하겠다”고 말했다.
positive	"13일 전남경찰청 반부패·경제범죄수사2대에 따르면, 경찰은 사기 혐의로 이집트 국적 A씨 등 외국인 7명을 검거해 이 중 3명을 구속하고 1명을 강제추방했다. 경찰은 보이스피싱 조직원을 수사하는 과정에서 합성대마를... "
positive	"■ 진행 : 김정아 앵커 ■ 출연 : 천하람 국민의힘 전남 순천갑 당협위원장, 김성회 정치연구소 씽크와이 소장... 대통령께서는 장관 아무 문제 없고 이건 경찰이 알아서 수사하면 다 나올 거야. 경찰 수사로 나올 것 같으면... "
positive	한국환경공단 광주전남제주환경본부와 광주경찰청과 폐기물 운송차량 안전운행 업무협약식 [사진=한국환경공단광주전남제주환경본부] 2022.12.13 ej7648@newspim.com 실제?한국환경공단에서는?지난?6월부터?10월까지... 
positive	"전남경찰청은 입장문을 통해 수사가 시작된 이후 &quot;해당 공장장이 3회에 걸쳐 서장 면담을 요청했지만 거절했고, 지난 9월 26일 공장장이 서장실에 임의로 방문해 5분가량 정보관과 동석한 상황에서 면담을 실시했다&quot;고... "
positive	"◀ＳＹＮ▶전남경찰청 관계자 \&quot;그래서 이제 피해자에게 대환대출, 대출해줄 테니 기존 대출을 먼저 갚아라 이런 식으로 해서 이 계좌로...\&quot; 경찰에 적발된 외국인 보이스피싱 일당은 모두 7명 이가운데 3명이... "
positive	"‘전화 대출 사기’ 불법체류자 6명 붙잡아 전남경찰청은 전화 대출 사기로 금품을 가로챈 혐의로 이집트 국적의 27살 A 씨 등 불법체류 외국인 3명을 구속하고 2명은 불구속 입건, 1명은 강제 추방했습니다. 이들은 지난해... "
positive	국립경찰병원 분원 등 공모사업도 잇따라 실패했다며 이같이 지적했습니다. 김 의장은 여수시가 시민... ‘잡월드·국가정원 고용 논란’…“시장과 토론” 제안 공공연대노조 전남본부는 순천만잡월드와 국가정원에서... 
positive	"정현복(73) 전 전남 광양시장이 재판에 넘겨졌다. 내부 정보를 파악하고 아내가 산 땅에 도로개설을 추진한... 경찰은 올해 1월 농지법·부패방지법 위반, 업무상 배임, 직권남용권리행사방해 혐의를 적용해 정 전 시장을... "
positive	"13일 전남경찰청에 따르면 지난해 10월께 금융기관 직원을 사칭, 피해자에게 저금리대환대출을 빙자해 3천여만원을 가로챈 혐의로 이집트 국적 A씨 등 불법체류 외국인 7명을 1년간의 추적 끝에 동두천 등 전국에서... "
positive	"/남도일보 DB 올해 수능시험에서 국어·수학·탐구 3개 영역 표준점수 600점 만점 기준으로 전남대학교는... 조선대 인문계열은 경찰행정학과 341점, 영어교육과 335점, 국어교육과 327점, 인문계열 지원가능 점수는... "
positive	"광주·전남에 연고를 둔 희생자도 10명으로 집계됐다. ◇안전관리 시스템 부실로 인한 &apos;인재&apos; 이처럼 연중... 핼러윈을 앞둔 주말 밤 대형인파가 모일 것을 미리 예측했지만 경찰, 구청 등 관계기관의 사전대비는 미흡했고... "
positive	서해지방해양경찰청 과학수사요원과 중앙해양특수구조단 서해해양특수구조대원이 전남 영암군 영암방조제 인근 해상에서 합동 수중과학수사 훈련을 하고 있다. /서해해경청 제공 서해지방해양경찰청은 마약수사팀을... 
positive	"위원회는 협약기관 및 전남경찰청, 사회복지공동모금회 등 유관기관과 논의해 효과적인 사회적 약자 지원시책을 마련할 계획이다. 조만형 전남도자치경찰위원장은 &quot;도민의 안전한 삶을 위해 다양한 분야의 기관과 협력을... "
neutral	"내부 정보를 이용해 부인이 산 땅에 도로개설을 추진한 혐의를 받아온 정현복 전 전남 광양시장이 결국... 경찰은 광양시청 시장실과 도로과, 정 시장 자택 등을 3차례에 걸쳐 압수수색하는 등 지난해 3월부터 약... "
negative	"수사에 착수했던 전남경찰청 반부패경제범죄수사2대는 지난 1월 14일 도로가 개설될 곳에 부인 명의로 땅을 미리 사는 등 부동산 투기 의혹을 받는 정 시장에 대해 부패방지법 위반과 농지법 위반, 직권남용권리행사... "
positive	"기사내용 요약 내부정보 파악해 아내가 산 땅에 도로개설 추진 혐의 정현복(73) 전 전남 광양시장이 내부... 경찰은 올해 1월 농지법·부패방지법 위반, 업무상 배임, 직권남용권리행사방해 혐의를 적용해 정 전 시장을... "
positive	"내부정보를 이용해 부인이 산 땅에 도로개설을 추진한 혐의를 받아온 정현복 전 전남 광양시장이 재판에... 경찰은 올해 1월 농지법·부패방지법 위반, 업무상배임, 직권남용권리행사방해 혐의를 적용해 정 전 시장을... "
positive	전남경찰청은 아랍계 보이스피싱 일당 7명을 붙잡아 이가운데 3명을 구속했습니다. 이들은 대부분 이집트 국적의 불법체류 외국인들로 피해자에게 저리 대환 대출해주겠다며 속인 뒤 피해금을 해외로 수출하는 물건... 
positive	전남경찰청은 업무방해 등 혐의로 화물연대 조합원 다수를 입건해 조사 중이라고 13일 밝혔다. 경찰은 총파업 이틀째인 지난달 25일 순천-완주 고속도로 동순천 요금소에서 회차 중인 화물차 기사의 멱살을 잡고 폭행한... 
positive	"전남경찰청 반부패·경제범죄수사2대는 사기 혐의로 A씨 등 이집트 국적 외국인 3명을 구속했다고 13일 밝혔다. 경찰은 같은 혐의로 2명을 불구속 입건하고, 불법체류자 신분인 1명을 추방했다. 해외로 도주한 일당 1명은... "
positive	전남경찰청은 폭력행위 등 처벌에 관한 법률상 공동폭행 혐의로 화물연대 조합원 3명을 입건해 조사 중이다고 13일 밝혔다. 이들은 파업 이틀째인 지난달 25일 광양시 광양읍 동순천서광양 톨게이트(완주 방향)에... 
positive	"실현활동을 지속적으로 확대하고 있다”며 “이번 협약을 계기로 전남자치경찰위원회와 긴밀한 협조체계를 지속적으로 이어가고, 지역사회 지원활동 또한 성공적으로 이행할 수 있도록 최선을 다하겠다”고 밝혔다."
positive	"전남경찰청 반부패경제범죄수사2대는 사기 등 혐의로 이집트인 A(32)·B(30)씨와 남아프리카공화국 국적 C(34)씨를 구속하고, 공범인 이집트 국적 2명을 불구속 입건했다고 밝혔다. 경찰은 같은 혐의를 받는 이집트인 1명을... "
positive	［전남서부본부 / 정필조 기자］서해지방해양경찰청(청장 김종욱)은 해상 마약범죄에 적극 대응하기 위해 마약수사팀을 &apos;마약수사대&apos;로 확대·신설한다고 13일 밝혔다. 서해지방해양경찰청 마약수사대 현판 제막식... 
positive	"또 2009년 ‘국가 정체성 회복 방안’ 안보 세미나에선 “제주 4·3 사건을 경찰에 대한 정당한 항거 행위로... 이와 관련해, 더불어민주당 전남도당과 광주시당은 13일 각각 성명을 내고 김 위원장 임명을 즉각... "
positive	민주당 전국청년위원장인 전용기 의원은 이날 국회 소통관에서 기자회견을 열고 “경찰청 특수본의 수사... 이현택 전남도당 청년위원장은 “만약 장관이 책임지지 않을 사람이었다면 어느 국민이 수억의 혈세를 장관에게... 
positive	"전남경찰청은 오늘(13일) 사기 혐의로 이집트 국적 A 씨 등 불법체류 외국인 6명을 검거해 3명을 구속하고, 1명을 강제 추방했다고 밝혔습니다. 이들은 지난해 10월 저금리 대출을 미끼로 피해자에게 3천만 원을 뜯어내는... "
positive	"이 위원회는 협약기관과 전남경찰청, 사회복지 공동모금회 등 유관기관과 논의해 효과적인 사회적 약자 지원시책을 마련할 계획이다. 조만형 전남 자치경찰위원장은 &quot;도민의 안전한 삶을 위해 다양한 분야의 기관과... "
positive	"13일 전남경찰청에 따르면, 광양경찰서는 폭력행위 등 처벌에 관한 법률(폭처법) 상 공동폭행 혐의로 화물연대 조합원 3명을 입건해 조사하고 있다. 이들은 파업 기간 중인 지난달 25일 오전 9시 40분쯤 광양시 광양읍... "
positive	한국환경공단 광주전남제주환경본부는 13일 광주경찰청과 &apos;폐기물 운송차량 안전운행 및 탄소 배출 저감을 위한 업무협약&apos;을 체결했다고 밝혔다. 이번 협약은 한국환경공단에서 운영 중인 &apos;올바로시스템... 
positive	"위원회는 협약기관 및 전남경찰청, 사회복지공동모금회 등 유관기관과 논의해 효과적인 사회적 약자 지원시책을 마련할 계획이다. 조만형 전남도자치경찰위원장은 “도민의 안전한 삶을 위해 다양한 분야의 기관과... "
positive	한국환경공단 광주전남제주환경본부와 광주경찰청은 13일 한국환경공단 대회의실에서‘폐기물 운송차량 안전운행 및 탄소배출 저감’을 위한 업무 협약을 체결했다. 이번 협약은 한국환경공단에서 운영중인... 
neutral	"위원회는 협약기관 및 전남경찰청, 사회복지공동모금회 등 유관기관과 논의해 효과적인 사회적 약자 지원시책을 마련할 계획이다. 조만형 전남도자치경찰위원장은 “도민의 안전한 삶을 위해 다양한 분야의 기관과... "
negative	"위원회는 지난 7월에도 한전KPS·한전KDN과 지역사회 안전망 구축 관련 업무협약을 하고 사회적 약자 보호 기금 마련을 추진했다.위원회는 협약기관과 전남경찰청, 사회복지공동모금회 등 유관기관과 논의해 효과적인... "
positive	전남경찰청은 오늘(13일) 입장문을 통해 수사가 시작된 이후 &quot;해당 공장장이 3회에 걸쳐 서장 면담을 요청했지만 거절했고 지난 9월 26일 공장장이 서장실에 임의로 방문해 5분 가량 정보관과 동석해 면담을 했다&quot;고... 
positive	목포해양경찰서에 따르면 11일 오후 2시 21분쯤 전남 신안군 가거도 3구 등대 인근 갯바위에서 50대 남성 A씨가 실종됐다는 신고가 접수됐다. 타지역에서 온 A씨는 이날 오전 9시 30분쯤 갯바위 낚시를 한다며 민박집을... 
positive	전남자치경찰위원회는 지난 7월에도 한전KPS?한전KDN과 지역사회 안전망 구축 관련 업무협약을 하고 사회적 약자 보호 기금 마련을 추진하는 등 지난해 출범이후 11개 공공기관.교육기관 등과 업무협약을 체결했다.... 
positive	전남경찰이 화물연대 총파업이 이어진 보름 동안 운송 방해 사건 4건에 대해 수사에 착수했습니다. 전남경찰은 화물차 기사의 멱살을 잡고 폭행하거나 비조합원 차량의 출차를 방해하는 등 일부 화물연대 조합원을 업무... 
positive	전남경찰청 반부패수사2대는 지난 1년 동안 금융기관을 사칭해 낮은 금리로 대출을 해준다고 속여 피해자로부터 3천만 원을 가로챈 혐의로 이집트 국적 A씨 등 아랍계 불법체류 외국인 7명을 검거해 3명을 구속했습니다.... 
positive	13일 오후 12시40분께 전남 화순군 화순읍 서태리 국도 29호선 편도 2차로에서 A(67)씨가 몰던 12인승... 경찰은 승합차 운전자 A씨가 급제동한 B씨의 승용차를 들이받은 것으로 보고 정확한 사고 경위를 조사하고 있다.
positive	"사회적 가치 실현활동을 지속적으로 확대하고 있다&quot;며 &quot;본 협약을 계기로 전남자치경찰위원회와 긴밀한 협조체계를 지속적으로 이어가고, 지역사회 지원활동 또한 성공적으로 이행할 수 있도록 최선을 다하겠다&quot;고 밝혔다."
positive	해양경찰청 항공과는 서해 및 남해 도서지역에 거주하는 도서민들이 응급환자 발생 등 위급상황 발생 시 헬기이송 서비스를 제대로 받지 못하고 있는 점에 착안했다. 지난 2021년 전남 신안군 등 전국 도서지역 헬기장... 
positive	"13일 전남경찰청에 따르면, 광양경찰서는 폭력행위 등 처벌에 관한 법률(폭처법) 상 공동폭행 혐의로 화물연대 조합원 3명을 입건해 조사하고 있다. 이들은 파업 기간 중인 지난달 25일 오전 9시 40분께 광양시 광양읍... "
positive	"전남 여수시의회 김영규 의장이 제225회 정례회 폐회사에서 시 정부에 각종 소송 대응과 공모사업 유치에... 김 의장은 최근 국립해양수산박물관과 청년문화센터, 국립경찰병원 분원 건립 공모사업에 선정되지... "
positive	"위원회는 협약기관과 전남경찰청, 사회복지공동모금회 등 유관기관과 논의해 효과적인 사회적 약자 지원시책을 마련할 계획이다. 조만형 전남자치경찰위원장은 &quot;도민의 안전한 삶을 위해 다양한 분야의 기관과 협력을... "
positive	한편 경찰은 정확한 사고 원인을 조사 중이다. ◆그랜저·스타렉스 추돌로 9명 경상 13일 낮 12시 40분경 전남 화순군 화순읍 서태리 편도 2차로 국도에서 60대 A씨가 몰던 스타렉스가 앞서가던 그랜저를 들이받았다. 이... 
positive	한국환경공단 광주전남제주환경본부와 광주경찰청은 13일 환경공단 대회의실에서&apos;폐기물 운송차량 안전운행 및 탄소배출 저감&apos;을 위한 업무 협약을 체결했다고 밝혔다.이번 협약은 한국환경공단이 운영하고 있는... 
positive	40분께 전남 화순군 화순읍 서태리 편도 2차로 국도에서 A(67)씨가 몰던 스타렉스가 앞서가던 그랜저를 들이받았다. 이 사고로 A씨를 포함한 스타렉스 탑승자 7명과 그랜저 탑승자 2명 등 총 9명이 경상을 입었다. 경찰... 
positive	"전남경찰청은, 금융기관 직원을 사칭, 피해자에게 저리대환 대출을 빙자하여 2021. 10월 경 약 3,000만 원을 가로챈 혐의로 이집트 국적 A씨 등 불법체류 외국인 7명을 1년간 끈질기게 추적해 동두천 등 전국에서 검거, 이 중... "
positive	13일 낮 12시40분쯤 전남 화순급 화순읍 서태리 백암교차로 인근 편도 2차로에서 스타렉스가 그랜저를... 스타렉스가 그랜저를 추돌하면서 발생했다. 경찰은 블랙박스 등을 토대로 정확한 사고 경위를 조사 중이다.
positive	김영규 전남 여수시의회 의장은 13일 보도자료를 내고 여수시에 각종 소송 대응과 공모사업 유치에 총력을... 김 의장은 국립해양수산박물관·청년문화센터·국립경찰병원 분원 건립 등 공모사업 유치 실패에 대해... 
neutral	"전남경찰청(청장 이충호)은 저리대환 대출을 빙자해 3천만원을 가로챈 불법체류 외국인 7명을 추적 검거후 이중 3명을 구속하고, 해외로 도주한 총책을 국제공조를 통해 추적중이라고 13일 밝혔다. 경찰조사에 따르면... "
negative	"&apos;선 조사, 후 조치&apos;을 주장하지만 경찰청 특별수사본부의 수사 상황을 보면 이 장관에게 책임을 묻기는커녕 &apos;면죄부&apos;를 줄 의도가 다분하다&quot;고 직격했다. 이날 기자회견에 참석한 이현택 전남도당 청년위원장은 &quot;장관이... "
positive	전남 서해지방해양경찰청(청장 김종욱)은 해상 마약범죄에 적극 대응하기 위해 마약수사팀을 ‘마약수사대’로 확대·신설한다. 최근 바다를 통한 대규모 마약 밀반입과 해양수산 종사자의 마약류 유통 및 투약 등이... 
positive	"(사진)&apos;2050 탄소중립과 해양교통의 미래&apos;의 주제로 열린 이번 추계학술대회에서 완도해양경찰서 박상환 경정은 &apos;미래 해양 교통의 공간적·운영방식 등의 변화에 따른 대비 전략 마련에 대한 소고&apos;를, 한국폴리텍대학 전남... "
positive	박진규 정다움 기자 = 전남 무안향교 전교 선거가 &apos;돈 봉투&apos; 논란으로 혼란에 빠졌다. 13일 무안향교와 무안경찰에 따르면 무안향교 전교 선거를 하루 앞둔 지난 6일 주민 A씨가 파출소에 20만원이 든 돈 봉투를 가지고 왔다.... 
positive	전남경찰청은 업무방해 등 혐의로 화물연대 조합원 다수를 입건해 조사 중이라고 13일 밝혔다. 경찰은 총파업 이틀째인 지난달 25일 순천-완주 고속도로 동순천 요금소에서 회차 중인 화물차 기사의 멱살을 잡고 폭행한... 
positive	"이와함께 여수시가 최근 국립해양수산박물관, 청년문화센터, 국립경찰병원 분원... questions and actively reflect them in next year&apos;s work. 원본 기사 보기:브레이크뉴스전남동부"
positive	"전용기 민주당 전국청년위원장과 이현택 전남도당 청년위원장, 장민수 경기도당 청년위원장, 노성철... 주장하지만, 경찰청 특별수사본부의 수사 상황을 보면 이 장관에게 책임을 묻기는커녕 &apos;면죄부&apos;를 줄 의도가 다분하다... "
positive	전남 화순 한 목재 펠릿 생산 공장에서 톱밥 가공 설비가 폭발해 9천만 원 상당의 재산 피해가 났다. 12일 화순경찰서 등에 따르면 이날 오후 3시 22분께 화순군 이양면 한 목재 펠릿 공장에서 톱밥 가공 설비가 폭발했다.... 
positive	전남경찰청 반부패·경제범죄수사2대는 사기 혐의로 A씨 등 이집트 국적 외국인 3명을 구속했다고 13일 밝혔다. 전남경찰청에 검거된 아랍계 보이스피싱 조직원들이 공범 유인을 위해 재력을 과시하는 모습. 뉴스1 경찰은... 
positive	"전남경찰청은 보이스피싱으로 3000만원 가량을 갈취한 혐의로 이집트 국적 A씨 등 불법체류 외국인 7명을 검거, 3명을 구속(불구속 2명)하고 1명을 강제 추방했다고 13일 밝혔다. A씨 등은 관광비자로 입국, 난민 신청을 통해... "
positive	김영규 전남 여수시의회 의원(의장)이 13일 정례회 폐회사를 통해 &quot;여수시는 각종 소송 대응과 공모사업 유치... 국립경찰병원 분원 건립 공모사업에 선정되지 못했다&quot;며 &quot;연이은 공모사업 유치 실패는 시민들로 하여금... 
positive	전남경찰청 반부패·경제범죄수사2대 관계자는 “국내에 불법 체류 중인 외국인 피의자들의 경우 거주지가 일정치 않고 생활 흔적을 발견하기 어려워 추적해 검거하는 데 어려움이 많았다”고 말했다. 전남 경찰은... 
positive	"전남경찰청은 보이스피싱으로 수천만 원을 갈취한 혐의(사기)로 이집트 국적 A 씨 등 불법체류 외국인 7명을 검거, 그 중 3명을 구속, 1명을 강제 추방했고 도주한 해외 총책 B 씨에 대해 체포영장을 발부받아 국제공조를... "
positive	아암도 앞 바다에서 의문사 당한 이덕인씨 이덕인씨는 1967년 12월 14일 전남 신안군에서 태어났다. 어린 시절... 망루 농성장 주변은 외부 지원 세력 차단을 빌미로 경찰의 원천봉쇄와 용역업체 철거반원들이 지키고... 
positive	또 수사 과정에서 대마를 구입해 피운 사실도 확인돼 대마 공급책도 검거됐다.[사진=전남경찰청] 금융기관 직원을 사칭 보이스피싱 범죄를 저지른 아랍계 불법체류 외국인 일당이 검거됐다. 또 수사 과정에서 대마를... 
positive	전남경찰청 반부패·경제범죄수사2대는 사기 혐의로 이집트 국적 A씨 등 불법체류 외국인 6명을 검거해 3명을 구속하고 1명을 강제 추방했다고 13일 밝혔다. 이들은 지난해 10월 저리 대환대출을 미끼로 피해자로부터... 
positive	"전남경찰청 반부패·경제범죄수사2대는 사기 혐의로 A씨 등 이집트 국적 외국인 3명을 구속했다고 13일 밝혔다. 경찰은 같은 혐의로 2명을 불구속 입건하고, 불법체류자 신분인 1명을 추방했다. 해외로 도주한 일당 1명은... "
positive	"전남경찰청은 보이스피싱으로 수천만원을 갈취한 혐의(사기)로 이집트 국적 A씨 등 불법체류 외국인 7명을 검거, 3명을 구속하고 1명을 강제추방했다고 13일 밝혔다. 이집트 국적인 이들은 이집트 내 정치적 혼란을 피해... "
neutral	"= 전남 신안군 가거도에서 낚시하던 50대 남성이 실종돼 해경이 이틀째 수색 작업을 벌이고 있다.지난 12일 목포해양경찰서에 따르면, 전날 오후 2시 21분께 전남 신안군 가거도 3구 등대 인근 갯바위에서 50대 남성 A씨가... "
negative	전남경찰청은 전화 대출 사기로 금품을 가로챈 혐의로 이집트 국적의 27살 A 씨 등 불법체류 외국인 3명을 구속했습니다. 또 같은 혐의로 2명을 불구속 입건하고 1명을 강제 추방했습니다. 경찰은 이밖에 달아난 해외... 
positive	"조직원, 고급 외제차에 대마까지 구입해 피워 김성철 기자, 전남경찰청(청장 이충호)은 금융기관 직원을 사칭, 피해자에게 저리대환 대출을 빙자해 2021년 10월 경 약 3000만 원을 가로챈 혐의로 이집트 국적 A씨 등 불법체류... "
positive	"조직원, 고급 외제차에 대마까지 구입하여 피워 전남경찰청(청장 이충호)은,금융기관 직원을 사칭, 피해자에게 저리대환 대출을 빙자하여 지난해10월 경 약 3,000만 원을 가로챈 혐의로 이집트 국적 A씨 등 불법체류 외국인... "
positive	전남경찰은 이 중 3명을 구속(불구속 2명)하고 1명 강제추방 조치를 내렸다. 또한 도주한 해외 총책 B씨에 대해 체포영장을 발부받아 국제공조를 통해 추적 중이다. 전남경찰에 따르면 검거된 A씨를 포함한 피의자들은... 
positive	"농식품부, 경찰청, 소방청, 17개 시·도, 한국도로공사 등 (주요내용) 기상전망 및 중점 관리사항... 12.)? * (주의) 인천(13일 04시~) / (관심) 대전·세종·충북·충남·광주·전북·전남(12일 17시~), 서울·인천... "
positive	▲ 전남지역 납북귀환어부 실태와 지원방안 정책토론회 참여자 ⓒ여수시의회 여철주 주무관 전남지역... 조업했다는 경찰의 조사가 사실이 아님이 확인됐다&quot;며 &quot;이번 토론회가 반세기 전 발생한 납북귀환 어부의 진실을... 
positive	1958년 전남 여수 출생이다. 옷장사를 하는 부모의 4남2녀 중 넷째다. 중학교까지 여수에서 다닌 후 1974년... 그런데 어느 날 제 자취방에 경찰들이 들이닥쳤어요. 동대문경찰서에 끌려가 며칠 동안 구타당하면서 자술서를... 
